;CM Index;gini_parameter;p_parameter;gini;Training gini;gini SPH;gini CPI;Missing;Missing SPH;Missing CPI;#Classes;#Classes SPH;#Classes CPI;#Samples;#Samples SPH;#Samples CPI;#Features;#Features SPH;#Features CPI;SPH executed;CPI executed
0;gini;0,3;0,7;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,19089730093697044;23,988571428571426;7,576576751815385;7,787768023766631;84;15,172413793103448;10,0;1050;84,48275862068965;56,61363636363637;100;82,3103448275862;82,3103448275862;11;15
0;gini;0,3;0,8;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,18644692036149613;23,988571428571426;7,576576751815385;7,787768023766631;84;15,172413793103448;10,0;1050;84,48275862068965;56,86363636363637;100;82,3103448275862;82,3103448275862;11;15
0;gini;0,3;0,75;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,19326355902475098;23,988571428571426;7,576576751815385;7,787768023766631;84;15,172413793103448;10,0;1050;84,48275862068965;56,86363636363637;100;82,3103448275862;82,3103448275862;11;15
0;gini;0,3;0,85;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,18668640702586747;23,988571428571426;7,576576751815385;7,787768023766631;84;15,172413793103448;10,0;1050;84,48275862068965;56,86363636363637;100;82,3103448275862;82,3103448275862;11;15
0;gini;0,2;0,7;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,1273047213831011;23,988571428571426;7,576576751815385;7,664515717441445;84;15,172413793103448;7,857142857142857;1050;84,48275862068965;45,375;100;82,3103448275862;82,3103448275862;11;27
0;gini;0,2;0,8;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,1215199792232853;23,988571428571426;7,576576751815385;7,664515717441445;84;15,172413793103448;7,857142857142857;1050;84,48275862068965;45,92857142857143;100;82,3103448275862;82,3103448275862;11;27
0;gini;0,2;0,75;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,12919226883755905;23,988571428571426;7,576576751815385;7,664515717441445;84;15,172413793103448;7,857142857142857;1050;84,48275862068965;45,57142857142857;100;82,3103448275862;82,3103448275862;11;27
0;gini;0,2;0,85;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,11951314620254587;23,988571428571426;7,576576751815385;7,664515717441445;84;15,172413793103448;7,857142857142857;1050;84,48275862068965;45,92857142857143;100;82,3103448275862;82,3103448275862;11;27
0;gini;0,4;0,7;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,21874594623749136;23,988571428571426;7,576576751815385;7,500435894776845;84;15,172413793103448;11,578947368421053;1050;84,48275862068965;65,55263157894737;100;82,3103448275862;82,3103448275862;11;9
0;gini;0,4;0,8;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,2246974421928976;23,988571428571426;7,576576751815385;7,500435894776845;84;15,172413793103448;11,578947368421053;1050;84,48275862068965;65,55263157894737;100;82,3103448275862;82,3103448275862;11;9
0;gini;0,4;0,75;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,22594583769388255;23,988571428571426;7,576576751815385;7,500435894776845;84;15,172413793103448;11,578947368421053;1050;84,48275862068965;65,55263157894737;100;82,3103448275862;82,3103448275862;11;9
0;gini;0,4;0,85;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,2249747425411171;23,988571428571426;7,576576751815385;7,500435894776845;84;15,172413793103448;11,578947368421053;1050;84,48275862068965;65,55263157894737;100;82,3103448275862;82,3103448275862;11;9
0;gini;0,35;0,7;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,2034424664252014;23,988571428571426;7,576576751815385;7,74220985717905;84;15,172413793103448;10,476190476190476;1050;84,48275862068965;59,30952380952381;100;82,3103448275862;82,3103448275862;11;13
0;gini;0,35;0,8;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,1987801629651807;23,988571428571426;7,576576751815385;7,74220985717905;84;15,172413793103448;10,476190476190476;1050;84,48275862068965;59,57142857142857;100;82,3103448275862;82,3103448275862;11;13
0;gini;0,35;0,75;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,2059214034695429;23,988571428571426;7,576576751815385;7,74220985717905;84;15,172413793103448;10,476190476190476;1050;84,48275862068965;59,57142857142857;100;82,3103448275862;82,3103448275862;11;13
0;gini;0,35;0,85;0,5388208616780046;0,5199365079365079;0,3463754735887355;0,19903105375642685;23,988571428571426;7,576576751815385;7,74220985717905;84;15,172413793103448;10,476190476190476;1050;84,48275862068965;59,57142857142857;100;82,3103448275862;82,3103448275862;11;13
