R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
1,0.11333333333333333,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
2,0.19,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
3,0.24333333333333335,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
4,0.2866666666666667,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
5,0.36,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
6,0.4166666666666667,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
7,0.47,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
8,0.5066666666666667,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
9,0.5333333333333333,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
10,0.56,SPH,-1.0,-1.0,1.0,22.0,0.1,,,,
1,0.07666666666666666,RF+B,-1.0,-1.0,1.0,22.0,,,,,
2,0.13333333333333333,RF+B,-1.0,-1.0,1.0,22.0,,,,,
3,0.18666666666666668,RF+B,-1.0,-1.0,1.0,22.0,,,,,
4,0.22666666666666666,RF+B,-1.0,-1.0,1.0,22.0,,,,,
5,0.29333333333333333,RF+B,-1.0,-1.0,1.0,22.0,,,,,
6,0.3333333333333333,RF+B,-1.0,-1.0,1.0,22.0,,,,,
7,0.38,RF+B,-1.0,-1.0,1.0,22.0,,,,,
8,0.4166666666666667,RF+B,-1.0,-1.0,1.0,22.0,,,,,
9,0.48333333333333334,RF+B,-1.0,-1.0,1.0,22.0,,,,,
10,0.5133333333333333,RF+B,-1.0,-1.0,1.0,22.0,,,,,
1,0.05,CPI,0.3,0.7,,,,,,,
2,0.09,CPI,0.3,0.7,,,,,,,
3,0.13666666666666666,CPI,0.3,0.7,,,,,,,
4,0.19,CPI,0.3,0.7,,,,,,,
5,0.21333333333333335,CPI,0.3,0.7,,,,,,,
6,0.25333333333333335,CPI,0.3,0.7,,,,,,,
7,0.2966666666666667,CPI,0.3,0.7,,,,,,,
8,0.31333333333333335,CPI,0.3,0.7,,,,,,,
9,0.3466666666666667,CPI,0.3,0.7,,,,,,,
10,0.37,CPI,0.3,0.7,,,,,,,
1,0.11333333333333333,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
2,0.19,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
3,0.24333333333333335,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
4,0.2866666666666667,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
5,0.36,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
6,0.4166666666666667,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
7,0.47,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
8,0.5066666666666667,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
9,0.5333333333333333,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
10,0.56,Tailored Approach,0.3,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.05,0.368
1,0.03666666666666667,CPI,0.3,0.8,,,,,,,
2,0.07666666666666666,CPI,0.3,0.8,,,,,,,
3,0.12666666666666668,CPI,0.3,0.8,,,,,,,
4,0.17,CPI,0.3,0.8,,,,,,,
5,0.22333333333333333,CPI,0.3,0.8,,,,,,,
6,0.2633333333333333,CPI,0.3,0.8,,,,,,,
7,0.31333333333333335,CPI,0.3,0.8,,,,,,,
8,0.35333333333333333,CPI,0.3,0.8,,,,,,,
9,0.39,CPI,0.3,0.8,,,,,,,
10,0.4066666666666667,CPI,0.3,0.8,,,,,,,
1,0.11333333333333333,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
