index;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;target;group;level-0;level-1;marker
15;;0.168937462837216;0.28331324994384677;0.9220503397150966;;;0.78652266871114;0.9939188560981101;0.6191370517130558;0.7078667687199388;2.4188312989084246;0.6854465167996188;0.4697050523540387;0.7061774764751384;0.5441973731860676;0.5265549557238188;1.7041941967638357;1.3751648852506029;;0.18971322368379628;;0.8585057698222429;;0.11331558589237828;0.416490476086363;0.23014962351396692;;0.44411611679242985;0.2368479924678586;1.4963750700290177;1.8131846386697301;0.7355555708701236;;0.5861152686246037;0.8353493158313862;;;1.7221125004414772;0.5436043074034773;0.45187521330485847;0.2907607262631047;;;0.6872695464470969;;0.40633756058966075;0.21325115070081926;0.5960729559748127;0.19728525327052227;0.561727721443903;;;;0.5984645041158614;0.7422046891046138;0.9222895392281185;0.59566016506805;0.09757346515793938;1.1789177138391254;0.21635929822232422;0.5225594158835389;0.4953559089011208;;1.773832798088268;0.3843905247106175;0.3552029006931336;;0.8445246341018152;0.4894969342718889;0.20703585465744306;2.0;0.18187290742825726;3.5512617316652504;0.23314582630384909;;1.4837732840961058;0.1437917386631899;0.49840005261836157;1.6098733688964066;;;0.3570006444232371;0.11573429296934105;;0.19924762833642148;0.6457153753399464;0.42665474554063804;0.41745211826189227;0.4681506625092133;0.6809688605026513;0.44807510893189345;0.8033861175736091;0.40985082736428763;;1.3064001874793738;0.5644935716498753;0.5030514741801111;1.5097913150036253;0.5020126787242142;0.0721182546991644;53;mde-OM3-5;Engine;mde;
1;1.0;0.435212055534211;0.3947764545885774;0.18518384822248116;;1.5852104524903528;0.08334343687281119;0.6611193416701864;0.4685633039376759;0.045514544151513056;2.3176169645041704;0.13492749833468684;0.46843211418158975;0.20592183997364322;0.7675115479059437;0.4446664897799499;1.5575364480059615;1.8961578916526771;;0.5731285683438295;;;0.5085089783551359;0.6907050104543877;0.5630189667335403;0.26063100652413607;;0.9146629602006043;0.635601411957124;1.8148460339041876;1.5192741605597053;0.19249698944465657;;0.528208448605884;0.4239138823942282;;1.0178087465027297;1.5848837547107524;0.6511031093990494;0.5919798750674297;0.40371090563942347;;;0.5632663763088174;;0.48739626514450396;0.46949693586814256;0.3857761812430187;0.6045949031665545;1.4995172904845577;;0.21876005085902123;0.42567612298792445;0.4162723888852177;0.4864409938100783;0.05684012578294547;;;1.3583017641934394;1.372145132492921;1.0;;;1.2791176115086258;0.5003361732789908;0.28714002466729777;;0.7501152443124606;0.3857045259153726;0.608486324147834;1.571757326311697;0.8063364521396508;3.5141869155660945;;;1.162229120257785;0.6388659033365941;0.35013748019238966;1.9812102662801774;0.0;1.063568010778798;1.8632554652310696;0.3921079613670961;;0.5230611201046768;0.5526555919179279;0.3249762208662408;0.87113456719288;;0.5514805879390219;;0.47124258882934805;0.4272272977849305;0.894672896283249;1.6702756026033223;1.630950924865131;0.5636221620489168;1.164758362914208;0.9423019789817153;;63;mde-OM3-9;Engine;mde;
56;;0.5077441686630204;0.4647400909373012;0.37158418713072483;;1.407949713199304;0.681060780304627;0.43006773907102624;0.5465301290375426;0.4885371394368974;2.4523498377931956;0.3718304280333402;0.32990584604017187;0.6837466000679578;0.311291630282933;;1.5839976187321745;1.4480647852028496;;0.3436061888034958;;0.4822411547625464;0.6920126674011838;1.2540118319137914;0.43278546430605763;2.0;;0.43008731258766986;0.5126951157339569;1.2694977865803936;;0.741792563045644;;;0.4865297392237815;;1.3338303163951744;1.6115125479989711;0.11793529295675369;0.39394845654636584;0.5623863408767089;;;0.707923192257327;;0.4681758972076985;0.6425414019967115;0.26464910574165446;0.9054232192793066;1.3906779138130236;;0.5816419699884751;0.24445942987255045;0.7184792659848591;0.26967943319534143;0.2990397421097053;;0.5442228055766793;1.5215440361241406;1.4042171575534992;0.2607383515758556;0.9091071988453384;;1.5823570117566979;0.32994117768572157;;;0.50485497620021;0.6103238789759583;0.12428482545350482;2.213636640354583;0.5873285855095741;3.448860359398796;0.6463141487199836;;1.1217872084774134;0.34514408898326215;0.6498316428156229;1.2684518393759392;0.5291225281302044;1.3022715165310936;1.6049770498827791;0.7487900108125857;;0.58008660568244;0.5825841132710368;0.5536957178344762;0.7785123957450075;0.4459608024712422;0.500828238723009;0.7867906380441615;0.4081401712406298;0.6018433102467129;0.18942253246986507;;1.4512159984446225;1.4769566446857936;1.3640123135038253;0.6331141144233826;0.4711766000322453;45;mde-OM3-13;Engine;mde;
8;;;0.22070438401347064;0.33224587438832814;;1.366644285931017;;0.2995089645048221;0.44145683062022206;;1.4601971655343464;;0.7796434041511129;0.46439874500111195;0.056936008756777595;0.45171197148380887;1.6572522830664975;;0.0;0.5010938719195832;;0.0;0.9183204853521773;0.832597018625888;0.12364879868005367;0.03853227204857972;0.011820279562361403;0.752206407477838;0.44089511654466856;0.9065514603554172;1.7037340533860823;0.12073974018292685;;0.36965617563299935;0.4823587025999707;;1.1933458267488244;1.5627754007374035;0.30926758192023274;0.5446055208908279;0.49411662043697085;;1.0447018465230173;0.1865755786408539;0.3175328755949362;0.13979800028655312;0.8804193754491539;1.0;0.5063606965421082;0.7773993529772216;0.5566080972308878;;;0.6460044971195906;0.8054155200110992;0.08807735315407861;0.6264669964423493;0.3703086882047682;1.2738677278162258;0.24170386141895187;;0.4292965316181224;;1.2519280176754162;0.9851371906782014;0.17096143803618605;;;0.2115839023480141;0.7928165073828971;1.6099577067267918;0.0;1.3560812426477455;0.34227403668039963;0.40929192477933185;1.2562097232638267;;0.5777161423587639;1.3748254462529197;;;0.0;0.41306913136671675;;0.5090141986483564;;0.6879933200366983;0.4613138606260388;0.20081314858747532;0.08583399607760485;0.2993508201928838;0.21867491068051628;0.3489997640967727;0.4675815811811379;1.5046227579461622;0.36691083312959477;;1.352843703577081;0.7571659727343011;0.44799153072084386;65;mde-OM1-6;Engine;mde;
29;0.06926775659069848;;0.9136330490514923;0.5049684551363578;;0.832280726751948;0.7778780987879165;;0.9274248548274432;0.37228143598901053;0.9460904252944224;;0.49367461442072014;1.0;0.8009835289733181;0.33450321633434915;0.26296731905048487;0.8879389284222488;0.0;;0.7945024196680924;0.8933388880513763;0.28859376342891974;0.5850602137641688;0.6287109915411995;;;0.21880255414316663;0.37791580239409817;0.7317791806267314;0.34527020063082975;0.9301732182883712;0.5725947516491774;0.3195327452295672;;;0.8908731693362636;0.8395279264234168;0.45799152512498204;0.7851251205858093;0.2880210764784125;0.738902929886411;0.48629598942531477;0.19429816674614322;0.7472856002095745;0.7002697502712852;0.48606065175423524;0.4984425670984008;;;0.22565660989602257;0.6553390287197806;0.7437438917062563;0.6787113489882394;;0.923043466573695;0.2506625969476591;;0.4320484548858395;;0.29180403853546505;;0.3593109074185866;1.513811626905981;0.5218890581741326;0.668282430105402;0.1995973993378074;0.6096751860944409;0.5094052924221156;0.3516249276537326;0.6438619703105681;0.6792273333014894;0.4055147432928563;;0.32454939683184825;0.5922535035429157;0.3362675195908787;;1.3149432365015892;0.48587378629267103;0.5535870780011047;0.4745526994827718;1.0;0.6456007501731704;;0.49009934539906275;0.5494033004070514;0.5805833880264315;;0.5844415801791881;0.29593020614450394;0.7203840942815455;0.8789120700859869;0.5681685922012559;0.7013665581937449;0.5979574891138059;0.41670407832269296;;0.8341819192434009;0.5816111784082749;5;hde-OM1-3;Engine;hde;
49;;0.6198513558367146;0.3914865836309954;0.35481123636643985;;1.6021180687228884;0.4446676396734167;0.5775679258114885;0.07258431860569542;0.5739091655911764;2.581812183157111;0.034722293009073375;0.6723436048962189;0.2859321912541112;0.37179383145504186;;1.2380008364295152;1.4997847736182242;;0.598380662388726;;0.14557235356440043;0.5660279365671347;1.4742979288836209;0.5923239060667275;1.407242779680143;;0.278965346094645;0.3927939343883783;1.377425857179578;;0.6073784607568178;;0.36763147292609183;0.7296022958533279;;1.631992143630141;1.504209812554978;0.8171479226746124;0.5251411774451388;0.6370741751553594;;;0.7386390107546418;;0.6770087736537554;0.5095859273910672;0.4343930768674843;0.5845494186645237;1.7618059339877163;;0.4202858425218318;0.35284139325359964;0.4632982249651123;0.45317443091237963;0.27841661938400397;;0.6542030883660334;1.346473882074988;1.3976940343885693;0.5329839175424796;0.28949214724665234;;1.4895726761620578;0.38192748538670257;;;0.4880563280115305;0.6894023683341766;0.3034881510511827;2.3541273168954904;0.7716330385820721;3.4987740703318453;0.5353478480479692;;1.648415335650167;0.3096725496032851;0.3286028733646392;1.1455516314591347;0.8115176686689938;1.6014698076943072;1.4624217752088584;0.5735260095915822;;0.45094832482584096;0.23117996166035115;0.42691222951397023;0.6952262580129673;0.903266647921833;0.41327766625486645;0.5115792129103301;0.32913191226102806;0.6570552488577482;0.3020942701551949;;1.8691389689057674;1.4832763385546668;1.4222628432045286;0.4962790738957134;0.7359043723841416;75;mde-OM3-13;Engine;mde;
5;0.7131627640097636;0.298258817091765;0.7915745309618822;0.5227444154293615;;1.415230911499358;;0.6373199386389283;0.7719671037453133;0.3098183360221633;2.3827505328178846;0.6054392161997386;0.30365598261850674;0.5481280221839264;;0.013830542594917606;1.1781415213774127;1.6857565857655858;;0.2759716245172429;;0.2528350343021083;0.7146943990304266;;0.520621903337933;0.6878724352321629;;0.4169851156790016;0.0;1.495979639137873;1.762822523409183;0.26263175934579225;;0.4972874222343836;0.48496334747155373;;1.4050364277522291;1.0;0.0;0.6736977414954926;1.0;;;0.9498732435473708;;;0.3817613580664142;0.45883968669094827;0.8275396647023497;1.11748436200765;;0.684207288741619;0.26426166762588216;0.2895996477986865;0.3590021464290204;0.7588986740061443;0.045686937503138125;0.8411214943413348;1.4244578613303518;1.3891608292257662;1.0;0.28601496263631976;;1.502624850051891;0.7948979443128862;0.9228425404285864;;0.37274427073177957;0.21298971588662888;0.35007070514470534;1.2233348182722323;0.5011715623881517;3.3080601592931407;0.17645867493944814;;1.0;0.01356775322905914;0.3244560424898409;1.9853948631339586;0.4613989324960071;1.7003652274303498;1.1675956725120968;0.0;;;0.09990055391921465;0.41937633452163425;0.5157436648843909;0.44260745084779984;0.37894747725564704;;0.9684096168960116;0.5919519345965257;0.5023356421121018;1.7083306802414195;0.14920948792746624;0.31422108728621456;1.4913109262473259;0.307321708971095;0.0;65;mde-OM3-8;Engine;mde;
140;;0.40684991325079406;0.6712438993033221;0.5609922127513192;;1.5106688136759465;0.5788468496513361;0.4634116721393267;0.6421511377577351;0.5762380371463798;2.4422700831274375;0.5168280728936054;0.5131899965438985;0.4865411875092831;0.4140696608382761;;1.3369776470543862;1.3702781463034033;;0.599805240744372;;0.39461822216128833;0.2872059278776107;1.7129195550367313;0.6078497020903244;1.358940065884898;;0.8806058015686491;0.5546142084458022;1.1912708577594298;;0.5662781184847778;;0.4371404635041924;0.617081779221192;;1.362198857453868;1.4970955663722383;0.46365755287508276;0.4012410302574644;0.4742611767667218;;;0.5903132141058514;;0.6813485858869938;0.5502679518375689;0.28754609157369776;0.6821182185674011;1.6793817114510292;;0.132633875967248;0.5072197157983763;0.5035559334500581;0.3975419101029184;0.3118489504194404;;0.32562425125662403;1.3229918285140738;1.3314983907181481;0.09926822875927109;0.25777746016079434;;1.4845563569531302;0.638817011449405;;;0.6732416217591486;0.42170422819182396;0.4974605699090348;2.33857129490981;0.7087605376419208;3.615401058729173;0.5921999369615693;;1.6358546912051484;0.5589120201144901;0.6857965480695006;1.5806617858487972;0.5619751118668708;1.301951449730038;1.7220905827407245;0.6555870307927404;;0.6801031286258757;0.47887411858019846;0.10032931218959004;0.7574275874106204;0.5478701212397176;0.6474070024814103;0.40621868467307426;0.27793819828301586;0.7933714556758178;0.5956864787645839;;1.9544963851794628;1.6058946680200068;1.5271178626717583;0.47766376625036533;0.6442033624631671;46;mde-OM3-13;Engine;mde;
7;0.0;;0.8593963504446755;0.09621255207335302;;1.5497403939781231;0.6006726763859642;0.6719928406484736;0.30417523478506875;0.4595172266639838;1.8038144129788076;0.18545834783920626;;0.4675846264994236;0.6666871342656452;0.9574938567523669;0.4577252407239417;0.5737440011258949;0.05073171397479013;;0.1370837026763622;0.5945159799589119;0.8202567269886725;0.028771326640243854;;0.7102071687220448;;0.7968486957902883;0.06616957641019731;0.0;0.0;0.6002935531400214;0.48841127978408616;0.20421133342768974;0.7132074894783169;0.3986275587477725;;0.7275402745310707;;1.0;0.4934801357423611;;1.5649520294612627;0.7320860320700676;0.33933824110300004;0.3871820901665581;;1.0;0.09944814367191017;;1.0;0.6635803411992053;1.0;0.5598192867016011;;0.007458593180425084;0.3711602473202415;0.9383740992147486;1.2418859114319112;;;;0.8400357242813786;1.0;;0.3721725587957068;0.6097768101094886;0.42047150924260424;;0.603628925968611;1.0;0.5516260102377594;1.0;;0.6420960915381814;0.19639020178580346;0.5469580321070677;0.7433432130355849;2.0;1.0;1.3596352567905328;0.9847331012478425;0.45254518879165356;0.40174400363245916;0.2988579186082777;0.8672511831745208;0.9239478564659553;0.5213965055861377;0.15640393624205576;1.0;0.14946434866820488;;1.0;0.7732804584774889;;0.6189261434202303;0.7677243537575065;1.0258559186688194;0.0;0.5675356445534924;41;hde-OM3-1;Engine;hde;
21;0.2319481249259945;;0.4733949086241058;0.2949861231671549;;1.4732105367706816;0.14042470245440422;0.0;0.15202894214969445;0.19659593611612808;1.543147507364266;0.6184078306933886;0.606305537818155;0.5025607734663429;0.5072477451700677;0.18361192984619729;0.5731977754133595;0.6002523592171497;0.47632718485672454;0.5258950304011222;1.0;0.6014953267936103;0.10822165653243736;0.32646477219877734;;0.6736002909467818;;0.5145579726422059;0.4645662874418236;0.5419400269933644;0.7245367860497515;0.6864347299773353;0.37147962152650926;0.5449763078562029;0.7468330592125666;0.5432364553853497;;0.8287343462477812;0.32797289001592655;;0.9521616111918908;0.5590798866183443;1.6854198092507386;0.7331553843840275;0.7058541023306021;0.9645894720836506;;0.598795753819593;;0.7112590340988147;;;0.0;0.5370650146553086;;0.4124069199592762;0.5858947717931786;;1.6691292804234377;;0.7734694469634739;;0.2961928221381286;1.8176774413333363;;0.4367163376096745;0.48975571046644306;0.38603153044213234;;0.7989756458215544;1.3983834208963768;0.05015266047817872;0.683727784813531;;;0.3737039459497215;;0.565636914301072;1.3152463158761147;0.0;0.8749079520315711;0.7843021978132759;0.5567511669641542;0.9642853699143111;0.4172243304073839;0.5333337712996163;0.2903369053029426;0.6869360677738233;0.6114366988242383;0.5710317391068254;0.3087190403901789;0.36313755148555915;0.42520018515498464;;1.4341290556368318;0.1566211033566109;;;;0.0;44;hde-OM2-5;Engine;hde;
