index;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;target;noisy target;group;level-0;level-1;marker
6;0.6461456380124175;0.6733856047662232;0.5492984735808552;0.6105072554807962;1.3296074596058345;0.5251814928583909;0.3230540518828983;0.47563418274056984;1.5743005980188216;;0.3437573046478288;;0.26731598961015063;;1.8411898452020332;;0.5996724894358211;0.5746747618321132;0.08015098401252076;0.28925075758369034;0.8369723406109424;0.589783864162325;0.16068765348924124;1.4113916919932317;0.30856036849930385;0.8423062665084151;0.9538633762092453;;1.1975142216027614;;0.6703023850218319;0.5273260706748915;0.7174330246759243;;0.5047078706211106;1.0;1.3746992874938406;;0.4694860029092191;;0.5802694529244157;0.1711200013456704;0.34341093518975213;0.6408452093243606;0.15209273750027316;;0.5113370335441977;0.19375922591128614;0.14943867873982056;0.8853293881788593;0.6137515261264297;0.3977102378617354;0.49302797483649696;;1.4242214605616745;0.682388272008647;0.46571784796367627;;;0.3954942055740298;0.21073523796441407;0.3906823374511564;;0.8933473714168246;2.59213005204202;0.09967832747264041;0.10889680459166852;0.2959202713902537;0.32203393817351106;;0.3219608685079573;0.7120946487243988;;;0.33604976223735;0.6603091740956192;1.6901913541509679;0.29232947507111867;0.30486610446015344;0.0;2.0;;;0.3920349370147788;0.5986723987505403;0.773157404232536;1.9601579577008887;0.5552134925258447;0.2563477736775844;0.7113327452249038;0.5320946713138294;;;0.04584381157122814;;0.16506662005083544;0.4306428497149503;0.5617817601646792;0.35314437282839045;2.486368196683479;56;56;mde-OM1-4;Engine;mde;
37;0.6020091836193796;0.0;0.7648267181657389;0.25779212897367004;1.5878265885807075;;0.35005247365147596;0.727654696851565;1.5659586869980715;0.4645491682654875;0.47775130306834185;0.49642301046200576;;;1.8309092974823922;;0.6145199568193545;;0.8452441811250848;0.5228730634625842;0.3081339290048999;;0.1381713926123339;0.4314618961682397;0.48842173978137926;0.4355926557086961;;;1.3216126065066378;1.924556524877386;0.4840028764548851;0.6370119426419434;0.5424934751764975;;0.16320354162798367;0.5156938375761442;1.6340894593622641;;0.25754719701955436;;0.3189684367596996;0.1360414804868961;0.11044804120505093;0.376351969085826;0.11134856049173819;;;0.543171992259354;0.6893733773449119;;0.7430484848450021;0.28852629020319237;0.8840962438804827;0.31763528246423045;1.5922022508946938;0.505598014851209;0.661320389439688;;;0.49150777673107693;0.16703923212646135;0.3009029503762799;;;;0.4294626266022906;0.6873708435139311;0.6557750078808047;0.42795089548937026;;0.14463763541783825;0.7137099619079361;0.4344515071179952;;0.6680770418079275;0.6990059739805023;1.43356127558987;0.39513233056965463;0.15795232035918894;0.5458851891315366;1.5218431135854216;;0.5940671989933157;;0.8178289533052406;0.4848244848295202;1.7533940778243604;0.6003078669762333;0.6266837096414493;0.18430668481336082;0.42451887384041886;;0.624426809901177;0.6990545517182138;0.39448834255177556;0.07143834565363187;0.5823340240607726;0.2878911691983936;0.44518018409541477;2.416111854972255;51;51;mde-OM1-3;Engine;mde;
23;;;0.6464488349337383;0.556686634641998;1.5985485243713904;0.7023555218407995;;;1.506976878857399;;;0.3505893224164713;0.6287277948773925;1.6439578585857755;1.5287804239062428;0.5810934045255663;0.6343841146258462;0.4304438641971986;1.2900168871766264;0.4325700614684164;;1.4581494574373843;0.4269183044401824;1.2164800459137475;0.3363846728931558;0.7350237508251611;0.4560401717819749;0.5059987613208929;2.485443839817943;1.2490262431353318;0.6503178530293747;;1.5585328972888548;;0.6046808975289113;1.313724083017321;1.426621403785976;0.3453029003652444;;;0.5931500690420612;0.210579594875061;0.22922960391272681;0.6965944194812185;0.5587040051087273;;0.20401392549704755;0.6977416997376706;0.4656347912231051;;0.4791977121730663;0.8035948047001287;1.311871500598241;0.38900836415274564;1.5768817260949404;0.7065679904258892;0.6152786809257537;;0.3412935513347508;0.512839479004227;0.7129285583640682;0.4884900359168158;;0.6046570077025318;2.250623978667823;1.6991259397902707;0.14388615755979017;0.14392901384028095;0.6833260014413999;;0.4954802066711944;0.6196460760760572;0.4717722653124895;0.3734317312931015;0.2802938090094778;1.5554015621176966;1.5499483703330519;0.4951334153823114;0.5042223504802149;;2.623718785926086;;0.47397606380404106;0.4375033063657842;;1.68538816078027;1.3521139025026296;0.5579292467269255;0.34487600464137863;0.08987799391963348;;0.7108673265489168;1.681060909349863;0.5291617293284216;0.5470829192018191;1.611392900227725;;0.3383908229043249;0.4236398550016319;2.6059882368837117;47;47;mde-OM3-13;Engine;mde;
11;;0.08497759019521404;;0.0;1.5083570030160112;0.47196540048929975;0.5576438857834214;0.0;1.7095704769526177;0.4126126256068584;0.24361033341290605;;0.37573793127998917;0.7494111304036386;;0.5873062973662756;0.8553932665338585;;0.45306012929261985;0.9534076555283004;0.3527279029441757;0.6571578755445496;1.0;0.29586703721586416;0.26027545438608185;0.634625956404353;;0.14701352022450265;1.1931517238672176;1.9489975732020424;0.27966001717629063;0.22147539599169258;0.684141627008265;0.38289046752688854;0.633361288050776;0.7358841877950361;1.3258073763543972;0.6690070247192798;0.4079761792205571;0.11753249431525933;0.8957035859458071;0.6918353888925807;;0.4994583301220758;0.19722119595376897;0.7801536952469477;0.8473802461907723;0.24477275032118662;;;;0.546683977626642;0.044278474498356195;0.008686763559362855;0.0;0.7994586045780567;0.7666941005048539;0.5814054662214753;0.8299088693541311;0.6810369851331809;;;0.7125725797898143;0.6860259106780312;;0.3873595971467927;0.6811739176420112;0.4794815223653369;1.0;;0.365328150732878;;;;0.3068240771142192;;1.0440115203822855;0.0;0.8127516145757601;0.3514195362172573;;0.707188120416831;;0.828723114731752;;0.5707130614835753;0.6743935966168904;;0.1697512300494041;0.0;;;0.0;0.33561734572577634;;;0.8194797551595351;;0.0;1.7077639984903399;48;48;hde-OM2-6;Engine;hde;
8;0.3855416786034496;;0.23235965266485525;0.34448580050109456;1.2954325840143452;0.0;;0.5520668059562771;1.299077160432028;0.5194986823857952;0.4722098396994447;;0.7230179467182041;0.6984539600803197;;0.31627806035083933;0.09511936358044817;;;0.2870135310847183;0.26260057033915823;0.5169665663052696;0.7389562447793573;0.26384622772376665;0.46205582092270026;0.32952444150654236;;0.5027857974814438;1.6484470492748113;0.5147061747687458;0.5263324374706311;0.49390579862795064;0.372187984010813;0.4390350978009266;0.4453393481174105;0.6451688582166692;1.939721804069771;0.6991983332719485;;0.349013114567019;;0.42851909771177915;0.7928058573266581;1.0;0.6834037164377617;0.6947571791915317;0.7491813946746549;0.6326319828698251;0.7002792432320577;;;;0.48227598871434746;0.8636696670304117;;0.48015347243214146;0.31755480917040907;0.8841286035431032;0.3947416732581882;0.6648990877441937;;;0.8218045251287143;0.5429568031156224;2.690166446577215;0.4284094786121737;0.7089608989633635;0.33675621185081744;0.80682152917615;0.5521839871957042;0.2652014204057085;0.8363699887753184;;;0.40177261992709296;;1.5104817391213556;0.4895923863936221;0.4507820585561254;0.7223795245303622;0.49744866600744625;0.4591513042740463;0.6562539235268019;0.5420083915336544;;0.8338726690807551;0.6941778504261437;;0.31307515194514013;0.41198628598470094;0.203680981637704;;0.4866071570645138;0.10043445142699314;0.1812850162729055;0.3838686043554671;0.49836027671640515;0.672006067214409;0.7072816984655659;1.4492926988343082;32;32;hde-OM2-5;Engine;hde;
34;;;0.5638531226534328;0.6893033158161672;1.2005813763445314;0.6275741233261904;0.3365260714877643;;1.4259629913061787;;;0.12735795894434196;0.5348326961067733;1.2349082766225445;1.4151026690269841;0.5471763658647444;0.35399198522165415;0.49331911367059167;1.37648394805494;0.4409324083507253;;1.650728233695807;0.5554485581555819;1.5830351888125098;0.4183984874973055;0.2145421848288025;0.30469172490639024;0.327396789470254;;1.3144395887701978;0.567632520610345;;1.5341302008200888;;0.4378507207143843;1.3840317971708125;1.4914003089433485;0.6278866287607963;;;0.7120522669914309;0.5460407388894211;0.222217146510094;0.8617164364039981;0.5434092956595616;;0.6458905129171996;0.42222183601165997;0.5457707205739788;;0.6809846188786205;0.5055804338589505;1.5663156497810764;0.27895532861204947;1.5446412791685358;0.5182736650049768;;;0.39142441107328074;0.6261903484011014;0.5990118511463819;0.41338787635524027;;0.5244082087554703;2.4563829647581183;1.9807892204572521;0.45293406845840023;0.15846036554828014;0.2759435265261166;0.6023512141135661;0.4418615266112924;0.3818084333251784;0.5903262656767098;0.8413430505552489;0.6993688548301978;1.1512927255784906;1.318419390987727;0.5681178419567895;0.09176618723154868;;2.3205670685242903;;0.7421176669196126;0.6699155483670962;;1.273013630498645;1.346178118735322;0.779613206165333;;0.5216472202231466;;0.48628397002573287;1.5947686993331618;0.7034825647134628;0.5282217000736368;1.2911845548493988;;;0.6553477842950037;2.6491491927837383;45;45;mde-OM3-13;Engine;mde;
7;0.5758885278336077;;0.28713066977505614;0.4500139792815426;1.5213433981342637;;0.553826419914196;0.9449284632439086;0.2061503034497448;;0.40645268552107044;;0.35284366708285275;1.0;1.5018633125355374;0.0;0.0;0.2669464627264672;0.7401961122787888;;0.41369761643732716;0.44145941400217015;0.010091528441609056;0.8583061978248485;0.588477663097136;0.5551003148620217;;;0.7164137836094715;0.5478274816069336;0.5820444623738887;0.03602987523773149;0.00203668102655232;0.9956798825182898;0.34468705204340583;0.2376550197497341;;0.4211103258678782;0.10246880793962675;0.6118002433511582;0.6368675547054677;;0.4323481752915853;0.567756738910559;0.426606115598865;0.5073049192544905;0.3870351844612523;;0.44795364376534336;;;0.410529340967275;0.27652108089771615;0.18064415147524457;0.38619349156337884;1.0;0.4908938935091667;0.08430211849134515;0.3122411611111068;0.1556096584708653;0.3839432739724123;;0.9440897920618766;0.33146072670275395;0.152147662208775;0.47853739492998465;0.14826265868014593;0.2928126257585672;0.8349690045250929;0.35125790093484427;0.5577646726808927;0.7833677443637047;;;;;0.0858449662728257;0.39743300277280713;0.13777811393613806;0.48485713977406303;0.8059576938333054;0.49499805870349617;0.4739539259529466;0.02932537232182549;;;0.6101164754376702;0.11272496497811688;0.40316033481561714;;0.44843805350015337;;0.6163147128988284;;0.27995742431992043;0.09784036011237617;0.6958007816260459;0.4107185345810519;0.9163216382940178;0.6457670907342764;12;12;hde-OM1-3;Engine;hde;
0;;;0.5794959307489385;0.8498676034802832;1.6229639240817475;0.32766040084897663;0.6348651886687683;0.6662322266001048;1.6037742851590244;;;0.624005881176821;0.8761421963254815;1.5084296126124381;1.2186796278353047;0.5502416695151855;0.7041790402516788;0.43426181896512434;1.7327812210642568;0.5064366062978044;;0.7681316965235847;0.5581863946815298;1.4844675474362772;0.5302410114418254;;0.4287597916200692;0.7748563334620598;1.8862898601599003;;1.0;;1.0;;1.0;0.6712380128025651;1.1941313379491083;0.7179922940940112;1.450131553211275;;0.3253879063547659;0.3308496463701021;0.40679769601489096;0.7654462142046977;0.6116551610388947;;0.7556057749180953;0.3994388297336977;0.8948148952583522;0.39279968990651837;0.50570969063236;0.6357341030523221;;;1.7480223677873727;;0.8204803098879275;;0.9916775454871596;0.527339999919055;;0.4966572485206858;;0.28302505059924365;2.8557012754821414;1.7529023901480327;0.21818532175312375;0.4478917349066005;1.0;0.8567012187238094;0.419285878952065;0.38754118884882205;0.624709835556021;;0.5868651083030815;0.37221535009367795;1.498284704313545;0.39026700942831666;0.4894946238181446;0.9279337827126812;1.3574830059228375;;;0.7201604302626082;0.5216484885755778;1.8788589438601173;1.4760000168467158;0.32757095451033935;0.4235795012944098;0.15888235534703393;;0.8151929379340317;0.18761925054643583;0.13847017955107818;0.3791452627071558;1.0;0.30359519757008946;0.4432638149549092;0.6778186816538986;2.7865254134252426;59;59;mde-OM3-6;Engine;mde;
40;0.6258993271470089;0.5073597842270746;0.25111882859952034;0.6015973086095573;1.3013000082278228;0.3766258626400718;0.7431639702301067;0.28259506927775135;1.5819865449719472;;0.4632266748812395;;0.7263465592087845;;1.9296403832445659;;0.1777421412635243;;0.41072876588581636;0.10985893155581128;0.19798216424185808;0.44410367094536735;0.2527959545489184;1.1435662785879894;0.08292304986011814;0.6077768929394972;0.35733331910882477;;1.3413346688107404;1.0640351252006353;;0.4012475591961896;0.3891295544462926;;0.5326904590671315;0.5845184612998381;1.4833192984763133;;0.12738520290340527;;0.6886301590137838;0.6754578754974502;1.0;;0.135991199515529;;0.6371104374683074;0.595769705816021;0.6488897108482866;0.5876759688261599;0.45370077474824355;0.5624242133175337;0.4411250549382861;;1.143649249821903;0.6220218089301698;0.3166767170662913;;;0.4329393224926178;;0.688873015856736;;0.7154681470873913;2.5437988013424357;0.04427454377735523;0.6006957140653874;0.5692224651902064;0.48849731934344304;;0.15913765465880006;0.6746023567935561;;;0.3885212330184547;0.8342609977297216;1.6321165894851282;0.7381237011562326;0.7721825055974535;0.4216208925157862;1.4468924223792778;;;0.34125816855146907;0.4091888641531081;0.11647464243246092;1.7040074531279021;0.4742580277163246;0.6000734028888737;0.6523834135396382;;;0.5961585751805782;0.716751559952697;;0.7654697240319734;0.12945366714393344;0.07709701497077677;0.23006603881894133;2.2652831760821233;56;56;mde-OM1-4;Engine;mde;
58;;;0.38568616084977364;0.4128439843895052;1.6848103148745521;0.24357204865585508;0.08092614494674115;0.5053173768627117;1.6500788602289256;;;0.1438537715793686;0.3311993256651086;0.27926910609330635;1.814784558939099;0.4454870119561204;0.3625053739128992;0.7471815174523702;0.0;0.6991002496908096;;0.2422057385318842;0.5443607581458835;;0.7545348704530113;0.29485246616981386;0.47335674765821123;1.0;1.5925096868144912;1.3097525031411617;0.4322577329590734;;1.8988317963225325;;0.9141927899203368;0.4173416631040263;1.38427688368712;0.25951268924891335;1.4164260635271273;;0.43438508520169816;0.19763575028824304;0.5932429718245527;0.2799173137061308;0.8711792864937583;;0.3159593149912412;0.39042443237037805;0.5554754398674403;;0.5173023749690647;0.480690287890106;1.49560798498971;0.15910940195214876;1.0;0.6602497190671246;0.6694541311073811;;0.6800066327279269;0.20386766202855752;0.5600218185456259;0.7090345282855526;;;2.4248974929037534;1.7434171996797359;0.7829944483767027;0.5837608553416807;0.2356599902751301;0.5063294434938129;0.17122975283581368;0.3078586373195875;0.07539254781064625;;0.10728026571077602;0.13480381324436663;;0.0;0.1989048030249041;0.4019019381919558;1.803064916781111;;0.4986421714623036;0.48056048568185494;0.25091039698055057;1.6406431118503912;1.6891050250268673;;0.00016502144013399582;;;0.39844283762275123;0.5864162566618354;0.0;0.3002880134829287;0.1676829732363428;0.7985716478512253;;0.37405176825737946;2.6984974211153148;44;44;mde-OM3-4;Engine;mde;
