index;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;target;group;level-0;level-1;freq;marker
9;0.4524997665503194;1.5441899205413314;0.8844793674649988;0.5880092158051953;0.41096560620458866;;0.811699001176321;;0.33712156844865326;0.5176435654801465;;;0.5403923498906628;;0.809135991491745;0.3109679397835349;;0.5204444068404214;0.24843729063016676;;0.8175657559873062;0.6299432949642242;;0.6429822095662866;2.0;0.2976717687313217;0.5620865017234893;;1.5721880752210509;0.876713235634182;1.559248628362853;0.7522774848536194;;1.3049595325448238;0.1955387271264721;;0.8327488547482338;;0.7526973567662719;1.4040890216197714;1.5709650488931626;1.5977489391219908;0.5310655121756359;0.08444157335752729;1.6590710546203735;0.37856095177547094;0.5392295568379379;1.6973323054182483;1.521225996848243;;0.7826534159903159;0.37326738381306185;0.6220658849305496;;0.31859447938142443;0.296691925075542;0.4446693672167223;;;0.3360018259992119;0.794713217302056;;2.2316117348342535;0.4190157138177404;1.1452624877182678;0.6685360283917751;0.6408683700849505;0.5683114088185933;0.809538815868455;;0.3917431141089913;;0.7801729971405382;1.2033823141919033;0.7702816506973678;;;1.6308210666778646;0.24377566190356864;0.3794188404957023;;0.29878700496184724;0.4698042920392992;1.586589489752919;0.2505539930584837;;;0.6125048165860143;0.22384771883834426;1.0;0.466392906279513;;;0.29275675405774204;0.5204116312211896;0.11158757440055976;1.53118426305464;0.5645204143273025;1.0234895908785375;;48;mde-OM3-5;Engine;mde;23;
9;0.8676083230681977;1.2175455688425572;0.8775294084215147;0.21186796643915104;0.43613592934505446;;0.9035970220306655;;0.3188733255490072;0.622404484082002;;0.424455846953954;0.4341066602335464;;0.5694038026084982;0.556250556861286;0.289021258222451;0.39545149930177753;0.7837662739155346;;0.6770206530407253;0.41573572084126237;;1.7942007871278778;;0.5713188116286203;0.4818554510139454;;1.6404715560378103;0.578313376425251;1.499715673331215;0.3313305413031721;;1.3754752009330204;0.6778903854828727;0.41500783794160495;;0.4609594772690615;0.44960204256566094;1.5536833707887066;1.7301186263139225;1.8201547353873724;0.9303287136943925;0.11631901242459612;1.8283720367209435;;0.7626906337473487;1.5105850740804452;1.0577323238570788;;;0.3628074708023545;;;0.5481608357785794;0.8012684681374341;1.6323738645937627;0.473123676017522;0.39081489065552866;0.5249422088745042;0.6048901730248099;;2.1752465093761693;0.4013624635256481;2.5257179494404784;0.6957480773629061;0.6803663248800429;0.567580251811662;0.18549434962047273;;0.4520048939408628;0.26091107570042377;1.6821511459506346;;0.5041151275403306;1.42616983665746;;1.646451187684859;0.2047463129983647;0.4670202411352516;;0.5096404639450074;1.4027728343506742;2.0;0.22027412320282796;;;;0.7295599692528144;0.8265449709005024;0.5845656375427976;;1.0990065349084808;0.6126009735922949;0.17135124781072944;1.514422270624947;1.63693309698097;1.5217355678748858;1.6094756082768922;0.6916340164648299;60;mde-OM3-13;Engine;mde;216;
31;0.5308307977170095;1.6774906116262662;0.5438272826291167;0.1222589683883712;0.2811534499920248;;0.504527385106869;;0.9671941558520064;0.9081274753424746;;0.5144917389041274;;;;0.43161009412356494;0.4089196013008079;0.022156109962027284;0.38370924102219195;;0.8603380672072988;0.6451550261906355;0.0;1.0;;0.5763019948227026;0.8568473832747443;;1.2974005495884549;0.5063509811833337;1.6259155800077976;0.23107290956165555;;1.1110083191280862;0.620513280081236;0.1694495182990049;0.804584283116959;0.531412014076069;0.237051996087167;1.7472882419429754;1.4430851096535973;;1.0;;1.1811253767737395;0.6361386584897847;0.338792579229787;1.4156831915757322;1.3408155020550863;0.3989082804172873;1.0;0.09188518082870561;0.766177606782661;;0.8660457213193617;0.4483440959903352;0.7354967146426162;0.8429575919924518;0.5557194450564871;0.10932067238672838;0.8799705764596156;0.5793633739584749;2.4195328428239353;0.1401694077731204;1.7448734185190506;0.9642884466094664;0.828678706784641;;0.4065107041215514;;;0.28002758722836407;0.4512238332690508;1.6443164711948033;;1.1154491190384934;;1.1985320485093047;0.6761055414916998;0.3232130012389335;;;0.10334082008717387;1.4203278320123554;0.42483446600138225;;;;0.6795790536879285;0.7182512326337949;0.46754916707655814;;1.1700536118879599;0.06821486019247003;0.0;;1.6047152175138892;0.43229496924805405;1.740683508124647;0.46065691534278275;54;mde-OM3-6;Engine;mde;24;
24;;1.4752718680224295;0.3534629862908034;0.3836079652621598;0.3441698851551038;;0.6037755963621011;;0.5968642879259908;0.6163808239109809;;0.6776434085656612;0.30755784179789153;;0.5746398976670221;0.24097508268807763;0.4904174982738768;0.2209706517450981;0.743401281814103;;0.7097130046301022;0.6504740570568478;;1.5054153757343536;;0.4706670747448085;0.41418832660565963;;1.2355713718138557;;1.396466497553887;0.4521432452509525;;1.4670415725458548;0.4834372747549893;0.496887253094364;;0.37375271765022583;0.2726110779113138;1.2824744528715666;1.5578772705588682;1.639871477603986;0.42988539866771197;0.513009893213358;1.3728390299097855;0.5965443894360952;0.5046722990327371;1.2585236591760531;1.4239886942411661;;;0.2732249095266974;0.538961777314918;;0.44186346515542246;0.33476981174346354;1.4380360535508216;0.24818592666414055;0.17814931259471278;0.3231421085980131;0.4494929749088;;2.5316659197299733;0.26769689905653293;2.4144950486132113;0.48901964879590143;0.4450572315578808;0.41501213587474595;0.6700068097932611;;0.5261239271767358;0.2781706136419589;1.3980160606462708;;0.334592767001094;1.4490642366893494;;1.2178515422835292;0.6241930585661346;0.6819238862543014;;0.6431703062122761;1.6222138919622555;1.5955243019252443;0.5580323338876866;;;;0.3229553299904621;0.3592591539342632;0.5487703584663748;;1.20243815887908;0.4452364361451837;0.5006903985409542;1.6393903587261263;1.1243007707704251;1.4708422815311546;1.4135155035691442;0.6630911456056271;49;mde-OM3-13;Engine;mde;216;
93;0.6706028601765762;1.5506429514084679;0.1180579422394437;0.47504889056728083;0.8359728837061277;;0.40100939601596614;;0.7849410618195701;0.6446356897022392;;0.7615853902247409;0.46586453072436623;;0.5825643512728013;0.5178981984455839;0.42915659198339967;0.7919225538904925;0.3743895600589832;;0.49665074305325857;0.6201664902001331;;1.4453638305979621;1.5518377250845585;0.3522321255775898;;;;0.6791859032201684;1.3211444260685496;0.445398334569987;;1.2509575291727577;0.4959474057422964;0.6471390661860988;;0.6996190252316319;0.22136491696029512;1.229519780196801;1.3021777628308828;1.4948479887801747;0.2852748312927361;0.3494702637144516;1.4106249331046485;0.6415449663907301;0.6527139275884697;1.4225151440490367;1.6505862527276922;;0.5207650828843386;0.3343919013285142;0.5253646071954591;;0.4926443224751293;0.8428770669301422;1.7816686661847596;0.11159974912428211;0.3996738717398627;0.6642814189201715;0.5680292858375228;;2.6621693508838264;0.46919865512467906;2.5852567558999437;1.0;1.0;0.2626492960518081;;;0.6188684471794151;0.677123108309653;1.6301737054509886;;0.5483423828661309;1.3820164303041973;;1.462506303646267;1.0;;;0.6132782148614794;1.3660376122872064;1.7258510175655384;0.5879653756864412;;;;0.3456583449090955;0.42495064239905705;0.2628054019619803;;1.3480723835293604;0.5193766250534609;0.4773698445423005;;1.5919857666046457;1.6670598044740927;;0.5363895564198115;48;mde-OM3-13;Engine;mde;216;
229;0.3860660544287324;1.4809251773050556;0.38794207195122715;0.4816498263572676;0.7741007251419022;;0.577987730241304;;0.2814298566701887;0.7234856134185754;;0.3961835110102889;0.4009417518441534;;0.5617064160164396;0.6364329338061234;0.5077559394540271;;0.5047327561639434;;0.9055335954007998;0.27665245655017434;;1.6508480353771633;1.4364205010021367;0.521277490396486;0.45048615472639214;;1.133785828181149;0.536709905529777;1.7205703071807823;0.7475719104054874;;1.2999952768869143;0.6143826121989513;0.2385361376004104;;0.5605340646538874;0.6861838524804751;1.49801743417951;1.6425268413479877;1.4399983976645259;0.6290637244071691;0.8174139317299352;;0.5270891884704126;0.35729147910894077;1.0;;;0.5825887886473539;0.7200400187902101;0.5302066838746204;;0.0;0.4286946520300631;1.3742719083077537;0.6115070972703972;0.41351659586506373;0.5104731651893937;0.7347087244392498;;2.387577318013377;0.5018632039336636;;0.5317486832235329;0.3765131183802254;0.6366606291846427;0.6238308935291463;;0.3930820791300466;0.375472289320878;1.6905328138485576;;0.41147879322085457;1.6073560987039117;;1.6211754910676097;0.5065265590022552;0.6896301948939821;;0.5527944176551675;1.618352704893868;;0.6235069688009857;;;;0.6055246627930033;0.24962995507396604;0.37276527511764757;;2.0;0.4711643408476863;0.6319022213085467;1.6611774568395368;1.4126250167305534;1.6427075747882198;1.1460525362529612;0.4746233304116408;45;mde-OM3-13;Engine;mde;216;
235;0.15511940023489074;1.5822366920861894;0.39737016892619903;;0.36952473240002853;;0.6291469704733735;;0.43224787935330505;0.5994705308208967;;;0.3065543227104547;;0.5984467649610644;0.6388609329457205;0.6463237220907999;0.29953813999492723;0.3982701067032084;;0.42780918232376625;0.6221739213332329;;1.5708861206122473;1.3828284121107297;0.20768789555159967;0.2799677574148027;;1.691128686641374;0.6704733629996327;1.4842037980317144;0.7362181996598292;;1.8992913345134488;0.26938383480202666;0.40510273929046037;;0.439483785735758;0.4621127005184919;1.2948555695101756;1.5163383973942637;1.4889159581115547;0.49784995487601;;1.7241104616181682;0.382928098194094;;1.4994630067979606;1.607387623573138;;0.5135856208561134;0.2525821926476737;0.531702218695578;;0.6559919447395571;0.31340423546063656;1.4117448592705224;;0.2905270010478697;;0.40181336456238437;;2.439958813095107;0.35005222967788246;2.4699167693727864;0.6932179466827215;0.8035004643354535;0.43667864770635706;0.6638692255377681;;0.7923867355374592;0.48096561714248376;1.6699976610208884;;0.621370193570458;1.6592828118328904;;1.3343071051619813;0.16172294090651076;0.5489194779291257;;0.3398967724678993;1.651542783555351;1.0401020235048597;0.674480192802178;;;;0.30519306579870037;0.32050090322233427;0.4318865924046929;;1.2293602346230401;0.6108481125940984;0.384436044287427;1.620861648008503;1.3415873026957466;1.516203562158118;1.53949536543954;;46;mde-OM3-13;Engine;mde;216;
12;0.2917028322663572;1.727399138241846;;0.5926947605264266;;;0.36049912628249026;;;0.14416603994530072;;0.41279380526889364;0.3234630642368966;;0.8591110416669236;0.778864680552576;0.6540871823421929;0.638386912150506;;;0.6205964526756304;0.6003073021739481;;0.3168349831159353;1.2696603354383122;0.7527419727191648;0.23024778871229834;;1.3017225212101529;0.8913092328732956;1.0;0.26727825133579985;;1.7729298156355373;0.2032194261378895;0.26131670302827303;0.7606133058335538;0.2598440277859594;0.4384150930535559;1.6825521676579642;1.4409068073487323;1.5719935736384198;0.16162621629860632;0.7372560091574651;1.3701331951020488;0.39877326273297087;0.6624453470336449;1.0;1.3410839407662665;0.12256209741916987;0.4416838642707244;0.7947646841413564;0.9841521063044376;;;0.21651865370959075;0.3329778539855402;0.07618687477336976;0.42680353062143417;0.6888741579937603;0.5114400845198227;0.367215333206755;2.781853890590858;0.3843393473750097;;0.10550924900613055;0.5466083572155566;0.862526401684318;0.1545044918033524;;0.5742465783158018;0.5385561184301797;;;0.6061932185254989;1.1010681304800283;;1.606137962007662;0.8533047833981554;;;0.5707116910659321;0.22121288368600486;;0.2970352140700518;;;0.1540748262394568;0.29978674093664875;0.5918679687916482;0.18173694490401587;;1.7800300811949366;0.42175425024675933;0.6119977847723153;0.8086411228524769;1.2730754250811327;0.8301867667108425;0.5668607044824059;0.49046231789915423;42;mde-OM3-4;Engine;mde;46;
15;0.08425566650103741;1.168937462837216;0.2833132499438468;;0.7012557655919253;;0.9939188560981101;;0.6191370517130559;0.7078667687199386;;0.41883129890842474;0.6326149677117842;;0.5163521378021904;0.4838018368085969;;0.5441973731860676;0.67890262407465;;0.704194196763836;0.3751648852506029;;0.18971322368379628;1.858505769822243;0.050685692739098065;0.3987169181299679;;;0.4558273141031277;1.2368479924678586;0.4963750700290177;;1.8131846386697301;0.7355555708701239;;0.835349315831386;;0.7221125004414772;1.5988965892326021;1.4518752133048585;1.290352259817304;0.7034776346804945;0.41170283664623003;1.2238726696818893;;0.1972852532705223;1.6720663035252308;1.7506851511344999;;0.6421323575510067;0.9053205017630218;0.8199223243786208;;0.5956601650680499;0.09757346515793938;0.24348672740680755;;0.22784118566015016;0.5225594158835389;0.49535590890112075;0.7738327980882681;2.4984613130024163;0.3552029006931336;1.7722546439910234;0.4894969342718888;0.2468195439370826;0.8300683587010367;0.1818729074282572;;0.5426101398100724;0.11256419522338695;;1.2292332571728248;0.3454481213964111;1.6098733688964066;;1.603484058024521;0.35700064442323715;0.11573429296934105;;0.19924762833642148;0.690117382025004;1.5312594928418877;0.3475334572841537;;;0.4681506625092133;0.7523832533175304;0.4480751089318933;0.8033861175736091;;1.4098508273642876;0.2881166905266505;0.5644935716498752;;1.5097913150036255;0.5404817162755292;1.0721182546991646;;53;mde-OM3-5;Engine;mde;23;
39;0.10809584431169594;1.2122664182116223;0.6258405636945009;0.788617158524729;0.8186074934777918;;;;0.37745136665961065;0.11826741617264958;;1.0;0.24981801771447795;;0.33266192439543846;0.2956297044189146;0.21561117730192866;0.7399670414632763;0.26068897749578596;;0.7475752776532455;0.3471883848401254;0.40811433965533717;1.6108317354493307;1.682277900637362;0.45515711620161037;0.4935667858039087;;1.488081632318612;0.680405494954822;1.368598087455167;0.45718693547119565;;1.837419980606347;0.5734007179964692;0.4784076127293599;;1.0;0.4086649992191525;1.6341398788314696;1.2109273384933354;;0.47499625103193643;0.4832302387918769;1.555076743917133;0.7946746101598317;0.21333387381854593;1.3276870792075015;1.8027574285250965;0.323809375424538;0.47283669606969386;0.6378584673230253;0.1998959351314915;;0.7118964017842623;0.13679592146355318;0.19054696661893225;0.45760603954797435;0.7350305631411564;0.39056446288347385;0.6526953137319554;0.9596908240612987;2.3403363365400813;;2.4958102073918993;0.36563853018611575;0.6122257607649791;;0.265657660978451;;0.5724673633184282;;0.6106614521783383;2.4235122812269116;;1.7857892979464385;;1.7944975017754303;;0.24183377005654316;;0.6287494042639125;1.725471683757351;1.576768256110058;0.4428759731841332;;;0.8211300856682665;0.24106338299967733;0.4664404795276521;0.8850065469794912;;1.560867987947704;0.7463373637219214;0.6837387469192312;0.6661292450962367;1.5899918295683642;0.36558213441962495;1.4837196568585655;0.25652785252070803;63;mde-OM3-9;Engine;mde;28;
