R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
1,0.5266666666666666,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
2,0.59,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
3,0.62,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
4,0.6566666666666666,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
5,0.6833333333333333,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
6,0.7,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
7,0.7233333333333334,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
8,0.7366666666666667,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
9,0.7533333333333333,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
10,0.7666666666666667,SPH,-1.0,-1.0,1.0,34.0,0.1,,,,
1,0.5333333333333333,RF+B,-1.0,-1.0,1.0,34.0,,,,,
2,0.6,RF+B,-1.0,-1.0,1.0,34.0,,,,,
3,0.63,RF+B,-1.0,-1.0,1.0,34.0,,,,,
4,0.6566666666666666,RF+B,-1.0,-1.0,1.0,34.0,,,,,
5,0.6666666666666666,RF+B,-1.0,-1.0,1.0,34.0,,,,,
6,0.6866666666666666,RF+B,-1.0,-1.0,1.0,34.0,,,,,
7,0.7166666666666667,RF+B,-1.0,-1.0,1.0,34.0,,,,,
8,0.7266666666666667,RF+B,-1.0,-1.0,1.0,34.0,,,,,
9,0.7333333333333333,RF+B,-1.0,-1.0,1.0,34.0,,,,,
10,0.7566666666666667,RF+B,-1.0,-1.0,1.0,34.0,,,,,
1,0.5166666666666667,CPI,0.3,0.7,,,,,,,
2,0.58,CPI,0.3,0.7,,,,,,,
3,0.6266666666666667,CPI,0.3,0.7,,,,,,,
4,0.6633333333333333,CPI,0.3,0.7,,,,,,,
5,0.6833333333333333,CPI,0.3,0.7,,,,,,,
6,0.7133333333333334,CPI,0.3,0.7,,,,,,,
7,0.7333333333333333,CPI,0.3,0.7,,,,,,,
8,0.7433333333333333,CPI,0.3,0.7,,,,,,,
9,0.75,CPI,0.3,0.7,,,,,,,
10,0.76,CPI,0.3,0.7,,,,,,,
1,0.53,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
2,0.5833333333333334,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
3,0.6133333333333333,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
4,0.6333333333333333,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
5,0.6533333333333333,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
6,0.68,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
7,0.7066666666666667,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
8,0.73,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
