R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
1,0.24666666666666667,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
2,0.37666666666666665,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
3,0.4533333333333333,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
4,0.49,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
5,0.5366666666666666,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
6,0.5766666666666667,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
7,0.6166666666666667,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
8,0.64,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
9,0.6566666666666666,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
10,0.67,SPH,-1.0,-1.0,1.0,16.0,0.1,,,,
1,0.21,RF+B,-1.0,-1.0,1.0,16.0,,,,,
2,0.3433333333333333,RF+B,-1.0,-1.0,1.0,16.0,,,,,
3,0.41333333333333333,RF+B,-1.0,-1.0,1.0,16.0,,,,,
4,0.47,RF+B,-1.0,-1.0,1.0,16.0,,,,,
5,0.49666666666666665,RF+B,-1.0,-1.0,1.0,16.0,,,,,
6,0.5233333333333333,RF+B,-1.0,-1.0,1.0,16.0,,,,,
7,0.56,RF+B,-1.0,-1.0,1.0,16.0,,,,,
8,0.5833333333333334,RF+B,-1.0,-1.0,1.0,16.0,,,,,
9,0.6133333333333333,RF+B,-1.0,-1.0,1.0,16.0,,,,,
10,0.6233333333333333,RF+B,-1.0,-1.0,1.0,16.0,,,,,
1,0.20666666666666667,CPI,0.3,0.7,,,,,,,
2,0.29333333333333333,CPI,0.3,0.7,,,,,,,
3,0.36333333333333334,CPI,0.3,0.7,,,,,,,
4,0.42,CPI,0.3,0.7,,,,,,,
5,0.44666666666666666,CPI,0.3,0.7,,,,,,,
6,0.47333333333333333,CPI,0.3,0.7,,,,,,,
7,0.5133333333333333,CPI,0.3,0.7,,,,,,,
8,0.54,CPI,0.3,0.7,,,,,,,
9,0.5566666666666666,CPI,0.3,0.7,,,,,,,
10,0.5933333333333334,CPI,0.3,0.7,,,,,,,
1,0.24333333333333335,Tailored Approach,0.3,0.7,1.0,16.0,0.1,0.24666666666666667,0.21,0.20666666666666667,0.5233333333333332
2,0.36333333333333334,Tailored Approach,0.3,0.7,1.0,16.0,0.1,0.24666666666666667,0.21,0.20666666666666667,0.5233333333333332
3,0.46,Tailored Approach,0.3,0.7,1.0,16.0,0.1,0.24666666666666667,0.21,0.20666666666666667,0.5233333333333332
4,0.49333333333333335,Tailored Approach,0.3,0.7,1.0,16.0,0.1,0.24666666666666667,0.21,0.20666666666666667,0.5233333333333332
