index;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;target;noisy target;group;level-0;level-1;marker
38;0.766435537280923;0.3171829794470612;;;1.4428026080822078;;0.6008816558062752;;0.3454811438071141;0.4328960749410778;2.4841516727776076;;0.002242167638782618;0.4498254226038718;;0.9027073607382955;0.5965131171808261;1.4083980041434003;0.7792811515204991;1.0;0.6827156629485294;;0.6173999042366134;;0.47075215610120624;0.48043332988741577;;;0.6257146707285421;0.36209686316163725;0.5235764848393487;0.3431994459372086;;;0.3366608013398452;0.7656499319532696;0.4552275562172729;0.5191566795497761;0.6295126052046504;0.41958867237692826;0.3884408579326273;0.5517255619218843;0.5873567828043114;0.6455811455941259;;0.5427100308652314;;0.7397373108292208;0.46641644257882975;0.6240268512919673;0.809428729957155;;0.5684627967998941;0.7876028279737176;;0.28518522529341195;0.6701079760518748;;;0.42195515571414843;1.9662270675882785;0.34276134203258973;0.6452694478015155;0.5266260048410665;0.3231010029423689;0.6771554648229076;0.2111018361396538;;0.6846751764771131;0.7524595062504359;0.3805383366715541;0.0;0.8730563007021328;1.5969209557403095;1.453339693022829;0.706322949554634;;0.8135225881429545;0.21585636463498406;0.9413767044673401;1.3489033344433976;0.4644298870685732;0.7077911672789693;;;0.5158570995566525;0.7754961008865483;0.35821593711223765;0.4095103433636374;0.4149279223242571;0.610515031212833;0.3619240686121328;1.746920521213804;;;;0.6220987047085125;0.5943703639322993;0.7334361068544736;;46;;mde-OM1-3;Engine;mde;
5;0.15717393367797436;0.13859177888700283;0.17758207773449586;1.3025315326493636;1.766800687949115;0.48691693151556875;0.825751776143714;;0.7432176806555231;0.29922147875333893;2.4139766011079815;;1.0;;;0.8868040779692442;0.0;1.5224704268046976;0.9987355458001514;0.5310795507343455;0.4418270505722294;1.0;0.0;;0.5778729255516792;0.16581704864184274;;0.0;0.5138575720258439;0.43938659794130963;;0.612653022969028;;0.5063344704118652;0.551113764419807;0.6405000496310062;0.0;0.6821635638788898;0.7047787134476495;0.6194132807709395;0.25903495681345046;0.04178404623745582;;1.5055993450570162;;0.43072832110833764;;0.6302671297619088;0.0;0.3626927061076864;0.280846027640416;;0.49880801525083523;;;0.4117327208623473;0.3953600425246021;;;1.0;1.6367434410883095;1.6574306475795242;;1.0;0.0;0.48782603072364866;1.0;0.5302287523431101;0.6397612657710061;0.7467115735079926;0.3846400420194169;0.6153485391222806;0.5226451120125166;1.328856659593884;1.0;0.013550046007546206;;0.15291316180363143;0.8631215740483108;0.31143148379596486;1.4277341929478533;0.8092554299584576;0.4086833951122272;;;;0.7238368958882185;;0.6509978430286015;0.6133445826862497;1.2294430369829863;0.19228119682271433;1.5977124492363575;;0.44796641091158224;;0.5721295251776339;;0.3437086200554329;;64;;mde-OM1-6;Engine;mde;
52;0.5764795866004345;0.3411311395760145;;1.443287268263927;1.3547478453148747;1.6328006878453367;0.7657317827347548;;;;2.3152654729006112;;0.3587415770724556;0.5137613946594441;;0.49111648093550253;0.546544220050039;2.879630988417939;0.1788458807555137;0.5694267545199261;0.636170438636559;0.5856292039464119;0.4653119519030212;2.6589414112503813;0.43768465067168716;0.4285403107004593;;0.6739105470975721;0.6462694741193373;0.6494368145897705;0.6944243460223041;0.7339440944321048;;0.4363695670632487;1.6714995013683929;0.8516118652747195;0.352068735674199;0.8656762553735431;0.6267701761317978;0.5636494052486892;0.8032055717430236;0.5339171509467541;;;;;;1.5848545721792302;0.4184242440574692;1.544859662706068;1.598803910332557;;0.30039387100270626;;;0.7027178428182115;0.5919769233182572;0.354400150928658;;0.491754553882999;;2.590730671715685;0.7403070893948639;0.5264574482157006;0.4229363549783878;0.37992294160053264;;2.4789093577872676;0.6493060254352347;0.6115908972348897;0.4407913530821431;0.47457275918075553;0.5197112072185094;1.7467297675749498;2.6721644260287976;0.44806420912326095;0.7073825484162153;0.6353156187842584;0.5591403659219439;;1.1984037259677591;0.68992357391082;0.646932897416551;;0.6505621591541866;0.692832857550307;0.6520717064165497;1.4005716118203264;0.43353473159751993;;1.232653825426101;0.5473200472834856;1.6215203863795948;0.7313598567042809;1.5787803057905472;0.6256993631408797;;0.22175777766641414;0.4533745010453771;;82;;mde-OM3-13;Engine;mde;
74;;0.21551464862510666;;1.414670182620735;1.6006110395303206;;0.37253481611364253;;0.6814757007268414;1.0;3.0;;0.2385578617808673;0.6655802984391155;0.7234148548470876;;0.5079411894407575;1.4448049958687985;0.34344379901784067;0.8539729896267139;0.9583388314635747;;0.0;;0.8914395720638821;0.5233473773904305;;;;0.7846075480435944;0.5251367225716385;;;0.24417692362516064;0.09075210553197709;0.821646490815303;0.3927884939772076;0.7435631074509552;0.5666874227947121;0.34424477771359413;0.5097395079014893;0.08328817950404889;0.5057288241105543;0.6372720459001586;;0.40712184465569184;;0.5637569289663361;0.5473139726435495;1.0;0.4727010114917046;;0.5837098699770478;0.44584069938057314;;0.324249667095239;0.499164406023148;;;0.589225738575389;1.5973145228495238;0.2704641111804908;0.1297919140838234;0.44467223647456466;0.39384109054721206;0.0;0.55442113524409;;0.0;0.17897451185014526;;0.3128099054998857;0.22011513256804252;1.4351609855229692;1.408007436705978;;;0.3392309092406492;0.12754145786664314;0.3405765872509958;1.6683584073666018;0.5272754103685957;;;;0.4153438915946102;0.9533127847717894;0.5631073539462064;0.5015705902427815;0.43820350566241484;0.3812464552180449;0.32849858144462546;1.7454080164274406;;0.6580655682734677;;0.4836134860538644;0.6251803330334621;0.5843181877852872;;52;;mde-OM1-3;Engine;mde;
38;0.6984855115037845;0.6835634536340224;0.6668659741034079;1.935883779809239;1.5766212689327506;0.21775168642972612;;;0.7208522431907116;0.06173033760186131;2.4798568833368595;;0.286841311726221;0.5627368124997643;0.3146525197360208;0.33936489252688656;0.2702989871724994;;;0.6091014221148733;0.543718106309413;;0.4210866570073972;;0.5043639683634484;0.8204063188719163;0.7576142994674498;0.42882829163303865;;0.3439793926922685;0.38755671652257123;;;0.6733377156257502;0.6836102003754587;0.7775019267671738;0.45820373420288385;0.6200709542681268;0.5083972271106844;0.6326093544855463;0.7641150001531901;0.6346493315532655;0.4182144306354074;0.0;;0.3750652386716909;;0.21756746497236792;0.5869173445750844;0.5273308934908244;0.4810223635963623;;;;;0.8822446840938246;;;;0.6895047917917166;1.6409069273882837;0.4348384877407134;0.4823806848295906;0.7117387559693522;;0.5579122075378992;0.25259808883004614;;0.38529027593922127;0.6476821894930944;0.1095108076102911;0.5919831580787284;0.6829494099543921;1.824666614090392;1.2138935548695038;0.2613589569060965;;0.4167308942884149;0.6394632126876;0.7253863114803051;1.4519114047014015;;;0.819057125682497;;0.5550707986042253;0.4364484189880126;0.6812668668741977;0.5517910127522355;;1.5762775441018932;0.5178712804749648;1.3677527754241268;0.5772788235492449;0.605957209694346;;0.6012414153302332;0.960625002978603;0.47086714250022726;;55;;mde-OM1-4;Engine;mde;
282;0.5307278581465001;0.6611564889172148;;;1.4210005512143873;1.2870850227003212;0.5117317712755127;;;;2.5585020688760665;;0.425795643342152;0.7954064913785851;0.5233029816081756;0.6258457136330068;0.15616284106328673;2.511430382178252;0.3790584694312566;0.8841482277770888;0.7751505183568158;0.5808209234552215;0.7805470175136187;2.1656698210885854;0.35957376530870405;0.3936651656368693;;0.31045614804686317;0.3745872135982065;0.33816454593773804;0.8112750082234937;0.6504972786592693;;0.7853587140123087;1.7696703116951087;0.6934592658005299;0.30739762459269987;0.2718559401994726;0.49084902481972575;0.0;0.6870246777612109;0.2139418725033177;;;;;;1.4264523751718368;0.5468619217188233;1.3355935111902368;1.571939702503068;;0.41353436445033415;;;0.26304776275496883;0.6671797939727356;0.6720518084432113;;0.5215876294318834;;2.339026879625558;0.5817745607660261;0.5658453307123051;0.18003225267147463;0.38525877408881987;;2.149611595163579;0.3332209865303259;0.4285926728032108;0.8825018382115976;0.4110511390638668;0.5823268298787585;1.1645601792081692;2.6932820976296528;0.6543216692609216;0.6787491269825162;0.18790318373916096;0.43322483530910555;;1.9033127426477483;0.6731747870833806;0.16953367241922768;;0.4644099874390426;0.469198001745471;0.5271082810513845;1.5670298272213263;0.7669961458658202;0.24187037757436572;1.5922569790039833;0.5815964502190649;1.370120887168798;0.6741631035107007;1.8416253127765585;0.2610865037941822;;0.684940272320111;0.7236171490651694;;47;;mde-OM3-13;Engine;mde;
100;;0.7466712854446202;;1.5743515046464573;1.4541677127142976;;0.3615969146132532;;;;2.3416280662878197;;0.25917474909396054;0.8455897635340774;1.0;0.6322685672637665;0.49429765005976234;2.2956967226414338;0.4364652471787743;0.21046305088463402;;0.6626898377692372;0.36397320233550196;2.45794973051718;0.5768009156830033;0.4110273905933747;;0.5386659365958011;0.3380932654526286;0.34018774137876384;0.5450107298805876;0.4752239411291253;;0.4057705847924207;;0.633994379683865;0.6265745213180463;0.7490339662124474;0.5832756778301915;0.5270602824138723;0.6520950099773086;0.6364331015103335;;1.2329904710662698;;0.6912256814562615;;1.652789033972387;0.4140877461798444;1.6725304866021409;1.7412586120822482;;0.10511741428601355;;;0.3878036579372889;0.34738802929345997;0.6994382318027721;;0.68831373273947;;2.3812850498754865;0.561170501214492;0.4827157186863123;0.6749494496010451;0.4996614800240138;;2.493404947652335;0.6057630671790731;0.34052105980524866;0.5526366531871438;0.4215744324800594;0.49294583103262685;1.65983743233872;2.6385963318496053;0.3717066229851688;0.32962798835798507;0.5954913801968618;0.22199407184289424;;1.6793321753385486;0.43056305168622755;0.6730000613571002;;0.6613239449892253;0.5681822831613424;0.8231466306723363;1.365647272601209;;0.4310126017078297;1.4110303371436168;0.4895605084972555;1.5076901942255843;0.6364758342907015;1.132045908564564;0.5132065543737206;;0.21630190110353317;0.3540136283015139;;45;;mde-OM3-13;Engine;mde;
2;0.9417289147102971;0.00041644144645545706;;1.3851762903157896;1.253361921214774;;0.9133361193446834;;1.0;;2.304170969522257;;0.08625684431662145;1.0;0.6711500741670428;;;1.5541693871354378;0.017371458839901585;0.23685801241613672;0.0;0.5450153343788673;0.0;3.0;0.0;0.7513835873735584;0.6769421352118227;1.0;0.147246009179829;0.3520308004115706;0.5438358529906375;1.0;;0.3907182385966861;1.0783985164751413;0.19865658196093067;0.5684365462278897;0.3682233334246928;0.3728138014002408;0.6390036036877912;0.7426697136538208;;;1.15811176470427;;0.1827587180967549;;0.25599707664469246;;1.0;;0.9816175983377485;;0.0597222457188792;;0.758632186480527;0.24812047501998707;0.45267127549642533;;0.3340540797744626;;2.8288614586894174;0.2795726316043702;0.6112257584774526;0.2804659526372226;0.946682753166464;0.4437177986203272;0.05887076315717887;;0.05459574668757356;0.8828655623933692;;0.3742316062915888;2.0;2.2084973789740516;0.11164848773168168;0.377058284739075;;0.6677907266817396;;1.1792042929992634;0.5256542899297547;0.5992637301866564;;0.067372498542129;0.006290716633087422;0.3476770824054971;1.0;0.9765641518067152;0.1519398774905086;1.3119887023313195;0.6786656613636044;;0.21595080243098486;0.2957075076981532;0.25555425861513315;;0.2843971802610728;0.2623825218868564;;61;;mde-OM3-7;Engine;mde;
4;0.323931528226209;0.9989344038457817;;1.3119572690340766;2.0;0.49898812777056173;0.6546667184945668;;0.2584345858907214;;;;0.3519035007354253;0.3507440340882383;0.9220562779207485;0.6674482386836331;;1.5434138136292574;0.02175812280344998;0.2615637790088848;0.36487036720378513;0.4222637962027306;0.8027245695060742;2.3533217826575634;0.6976251433137767;0.5236974533326046;0.27002028003826006;0.0724699572172378;;0.3884803296672085;0.40214001608747624;;;0.21670167209143892;1.3695738864751996;0.4748941824013438;0.2801530074660516;0.08690066378381715;0.6661781217365836;0.8507933020278725;0.9342581959690353;0.0;;1.9337306102725473;;0.7627835711867308;;0.38057760076864755;0.7509890385055111;1.363453465922177;1.2019497293939396;0.293416020807988;;0.44903767975073855;;0.6137425865003406;;0.0;;0.27033083527915147;;2.0;0.28472779310716834;0.21684495002367773;0.3885460069862724;0.7402341843507678;1.0;0.3907515600493873;0.16483760696067798;0.41997578726394746;0.766679247580651;;0.7908202605869836;1.576960566295904;2.0324800547893616;0.9520718300018569;0.0;;0.7152618682325305;;1.7024836674638317;0.6136719762590757;0.5906426794487903;;0.21317861934834703;0.32739131719701275;0.6788866274819495;1.37347970645025;0.9659061413822673;0.7508504364165268;1.0;0.37856053755060237;;1.0;0.5268557487382128;0.0;;0.08436860738595606;0.3146955185236301;;62;;mde-OM3-7;Engine;mde;
116;0.656758992182131;0.47805018417501305;;1.6007431415833475;1.3726791368856515;1.525329313851256;0.446422008150879;;;;2.6510345852294153;;0.508977688640956;0.5438003089340538;0.3152288894943928;0.32121292529906864;0.44788865585814785;2.4634323973852332;0.3689448996118712;0.23431870202440863;;0.5884034620434215;0.38312682089788674;;0.6339290300565089;0.5868631988284425;;0.6211740447541785;0.5342756913337046;0.48069337945631047;0.40597153681253006;0.6596577067248773;;0.4792368558737158;1.4380755900772713;0.6034500952532021;0.3717225829043652;0.5820429178472855;0.5159866823903159;0.7647086397716473;0.4373517218367236;0.3582272446978354;;1.270761635154875;;0.5413463644093879;;1.4805132585093588;0.47630058721833846;1.4330899448046817;1.393331608886854;;0.7335493765989877;;;0.3163246292957367;0.4608294590782541;0.6476509170934824;;0.5230932723582762;;2.6705007369033416;0.479891317395726;0.717326993810167;0.19212254260056025;0.5488974086123356;;2.551145581952279;0.4467930308161532;0.5032738792983518;0.47147721049142527;0.5394297647152079;0.27204709207640315;1.428378652769789;2.7915909570039563;0.4154072423537745;0.4188973944996559;0.3544782552799004;0.7486718155563883;;1.4920905607190367;0.5558195416648168;0.5990780038594157;;0.3264776285949506;0.4495160338964975;0.5012110069192899;1.5163572614776761;0.4942339305561863;0.577270194550076;1.335081599464981;0.48934864490499574;1.3052101357132844;0.5645854325096575;1.2567192658925528;0.6123099218316764;;0.45634640281474825;0.4082337656791678;;45;;mde-OM3-13;Engine;mde;
