,#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,Method,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
0,0.0,0.0,0.0,0.0,0.0,0,0,RF,1,,,,,,
0,150.2,27.28740460959778,175.99999999999994,50.599999999999994,0.8522745552400941,0,0,KMeans,1,10.0,KMeans,,,,
0,75.10000000000001,21.545621733978518,170.20000000000002,28.60000000000001,0.7557585688175215,0,0,KMeans,1,20.0,KMeans,,,,
0,50.06666666666667,17.783157039030236,166.06666666666663,20.466666666666658,0.6257404827653245,0,0,KMeans,1,30.0,KMeans,,,,
0,37.55000000000001,15.115728180935996,164.25000000000003,16.699999999999996,0.5790881944442205,0,0,KMeans,1,40.0,KMeans,,,,
0,30.040000000000003,14.61027922797816,163.39999999999984,14.679999999999996,0.5412987916480981,0,0,KMeans,1,50.0,KMeans,,,,
0,150.2,22.978175076772693,171.6,53.4,0.8459996471379863,0,0,Birch,1,10.0,Birch,,,,
0,75.09999999999998,18.382881141243097,167.2,28.5,0.7373660015705583,0,0,Birch,1,20.0,Birch,,,,
0,50.06666666666666,14.416550423868857,163.53333333333325,20.066666666666674,0.6552777600414545,0,0,Birch,1,30.0,Birch,,,,
0,37.55,14.143056179282029,162.95,16.09999999999999,0.5672833645225519,0,0,Birch,1,40.0,Birch,,,,
0,30.04,12.758490171962551,161.67999999999995,13.679999999999996,0.5008444594280715,0,0,Birch,1,50.0,Birch,,,,
0,150.20000000000005,25.809414421285982,174.59999999999997,52.800000000000004,0.8473399986991319,0,0,GMM,1,,GMM,10.0,,,
0,75.09999999999998,19.134509618229824,167.9,27.6,0.7097165656086065,0,0,GMM,1,,GMM,20.0,,,
0,50.06666666666668,17.399596549102235,166.13333333333333,20.466666666666665,0.5968831693517215,0,0,GMM,1,,GMM,30.0,,,
0,37.54999999999998,15.687505245443075,164.39999999999998,16.749999999999996,0.5475526426812579,0,0,GMM,1,,GMM,40.0,,,
0,30.040000000000017,15.418370302401096,164.39999999999986,14.879999999999999,0.5138220421438305,0,0,GMM,1,,GMM,50.0,,,
0,105.55172413793103,7.739050284135196,82.48275862068968,16.896551724137932,0.3180108717294033,11,0,SPH,1,,,,0.25,,
0,76.58620689655172,7.003082399380213,81.79310344827589,13.06896551724138,0.28988665596010016,8,0,SPH,1,,,,0.3,,
0,74.93103448275862,6.77230631455441,81.58620689655174,12.551724137931034,0.2874450662974152,7,0,SPH,1,,,,0.35,,
0,74.93103448275862,6.77230631455441,81.58620689655174,12.551724137931034,0.2874450662974152,7,0,SPH,1,,,,0.4,,
0,69.56818181818181,8.188002934972909,82.86363636363639,11.136363636363638,0.1895484277930633,11,15,SPH+CPI,1,,,,0.25,0.3,0.7
0,69.56818181818181,8.187983987856882,82.86363636363639,11.136363636363638,0.1924520766055699,11,15,SPH+CPI,1,,,,0.25,0.3,0.75
0,69.56818181818181,8.179327523912981,82.86363636363639,11.136363636363637,0.18899114725809654,11,15,SPH+CPI,1,,,,0.25,0.3,0.8
0,69.56818181818181,8.174859979331464,82.86363636363639,11.136363636363633,0.18552540998476671,11,15,SPH+CPI,1,,,,0.25,0.3,0.85
0,69.56818181818181,7.962112508066258,82.68181818181822,11.136363636363635,0.16840672055043895,11,15,SPH+CPI,1,,,,0.25,0.3,0.9
0,78.48717948717947,8.41493205311093,83.05128205128202,12.564102564102566,0.2375971755873924,11,10,SPH+CPI,1,,,,0.25,0.35,0.7
0,78.4871794871795,8.414910676877458,83.05128205128202,12.564102564102564,0.24087308706816893,11,10,SPH+CPI,1,,,,0.25,0.35,0.75
0,78.48717948717947,8.407236700817807,83.05128205128202,12.564102564102557,0.23635312847783144,11,10,SPH+CPI,1,,,,0.25,0.35,0.8
0,78.48717948717949,8.402196394110458,83.05128205128202,12.564102564102559,0.23244306591304903,11,10,SPH+CPI,1,,,,0.25,0.35,0.85
0,78.48717948717947,8.340245686934239,82.99999999999997,12.56410256410256,0.2188615951036787,11,10,SPH+CPI,1,,,,0.25,0.35,0.9
0,85.02777777777779,8.304517768079263,82.97222222222224,13.611111111111107,0.25769599691802925,11,7,SPH+CPI,1,,,,0.25,0.4,0.7
0,85.02777777777776,8.304494610493002,82.97222222222224,13.611111111111114,0.2612449010222039,11,7,SPH+CPI,1,,,,0.25,0.4,0.75
0,85.02777777777779,8.29618113642838,82.97222222222224,13.611111111111109,0.25643409746952506,11,7,SPH+CPI,1,,,,0.25,0.4,0.8
0,85.02777777777777,8.290720804162085,82.97222222222224,13.611111111111109,0.25219819635767743,11,7,SPH+CPI,1,,,,0.25,0.4,0.85
0,85.02777777777779,8.276925459473523,82.97222222222224,13.611111111111116,0.23988033507390935,11,7,SPH+CPI,1,,,,0.25,0.4,0.9
0,51.65116279069768,7.407029679259749,82.13953488372096,8.813953488372094,0.16642887767503486,8,14,SPH+CPI,1,,,,0.3,0.3,0.7
0,51.651162790697676,7.406850162101185,82.13953488372096,8.813953488372094,0.16895823809241067,8,14,SPH+CPI,1,,,,0.3,0.3,0.75
0,51.651162790697676,7.40077643217093,82.13953488372096,8.813953488372096,0.1670278818103118,8,14,SPH+CPI,1,,,,0.3,0.3,0.8
0,51.65116279069767,7.397469038362579,82.13953488372096,8.813953488372094,0.16292549238054763,8,14,SPH+CPI,1,,,,0.3,0.3,0.85
0,51.65116279069767,7.184414775734895,81.95348837209305,8.813953488372094,0.14635459867525788,8,14,SPH+CPI,1,,,,0.3,0.3,0.9
0,58.44736842105262,7.537170977386513,82.23684210526318,9.973684210526317,0.21270002013263195,8,9,SPH+CPI,1,,,,0.3,0.35,0.7
0,58.44736842105262,7.536967839549192,82.23684210526318,9.973684210526315,0.21556219113124134,8,9,SPH+CPI,1,,,,0.3,0.35,0.75
0,58.44736842105263,7.532242285870354,82.23684210526318,9.973684210526315,0.21274632760848908,8,9,SPH+CPI,1,,,,0.3,0.35,0.8
0,58.44736842105262,7.5284997086661685,82.23684210526318,9.973684210526317,0.20810415009586122,8,9,SPH+CPI,1,,,,0.3,0.35,0.85
0,58.44736842105262,7.47017017874001,82.18421052631581,9.973684210526317,0.1952356381015853,8,9,SPH+CPI,1,,,,0.3,0.35,0.9
0,65.3235294117647,7.409322853047511,82.14705882352943,11.14705882352941,0.2483601176224476,8,5,SPH+CPI,1,,,,0.3,0.4,0.7
0,65.3235294117647,7.409095816641094,82.14705882352943,11.147058823529411,0.2515590146208934,8,5,SPH+CPI,1,,,,0.3,0.4,0.75
0,65.32352941176471,7.403814315470627,82.14705882352943,11.147058823529413,0.24850273942272105,8,5,SPH+CPI,1,,,,0.3,0.4,0.8
0,65.3235294117647,7.399631435065952,82.14705882352943,11.14705882352941,0.24331442337919565,8,5,SPH+CPI,1,,,,0.3,0.4,0.85
0,65.3235294117647,7.390893877239197,82.14705882352943,11.14705882352941,0.23146827336646966,8,5,SPH+CPI,1,,,,0.3,0.4,0.9
0,50.53488372093024,7.251389994144673,82.00000000000003,8.465116279069766,0.16478222418159613,7,14,SPH+CPI,1,,,,0.35,0.3,0.7
0,50.53488372093023,7.251210476986109,82.00000000000003,8.465116279069766,0.16731158459897197,7,14,SPH+CPI,1,,,,0.35,0.3,0.75
0,50.53488372093023,7.245136747055852,82.00000000000003,8.46511627906977,0.1653812283168731,7,14,SPH+CPI,1,,,,0.35,0.3,0.8
